   1.1730000e+07   2.3400000e+07   3.5015000e+07   4.6575000e+07   5.8079000e+07   6.9529000e+07   8.0924000e+07   9.2265000e+07   1.0355000e+08   1.1479000e+08   1.2597000e+08   1.3710000e+08   1.4817000e+08   1.5919000e+08   1.7017000e+08   1.8109000e+08   1.9195000e+08   2.0277000e+08   2.1354000e+08   2.2425000e+08   2.3492000e+08   2.4554000e+08   2.5611000e+08   2.6662000e+08   2.7709000e+08   2.8751000e+08   2.9788000e+08   3.0821000e+08   3.1848000e+08   3.2871000e+08   3.3890000e+08   3.4903000e+08   3.5912000e+08   3.6916000e+08   3.7915000e+08   3.8910000e+08   3.9901000e+08   4.0887000e+08   4.1868000e+08   4.2845000e+08   4.3817000e+08   4.4785000e+08   4.5749000e+08   4.6708000e+08   4.7663000e+08   4.8613000e+08   4.9559000e+08   5.0501000e+08   5.1439000e+08   5.2372000e+08   5.3301000e+08   5.4226000e+08   5.5147000e+08   5.6064000e+08   5.6976000e+08   5.7885000e+08   5.8789000e+08   5.9689000e+08   6.0586000e+08   6.1478000e+08   6.2366000e+08   6.3251000e+08   6.4131000e+08   6.5008000e+08   6.5881000e+08   6.6749000e+08   6.7614000e+08   6.8475000e+08   6.9333000e+08   7.0186000e+08   7.1036000e+08   7.1882000e+08   7.2724000e+08   7.3563000e+08   7.4398000e+08   7.5229000e+08   7.6057000e+08   7.6881000e+08   7.7701000e+08   7.8518000e+08   7.9331000e+08   8.0141000e+08   8.0947000e+08   8.1750000e+08   8.2549000e+08   8.3344000e+08   8.4137000e+08   8.4926000e+08   8.5711000e+08   8.6493000e+08   8.7272000e+08   8.8047000e+08   8.8819000e+08   8.9588000e+08   9.0353000e+08   9.1115000e+08   9.1874000e+08   9.2630000e+08   9.3382000e+08   9.4131000e+08
   1.6322000e+07   3.2563000e+07   4.8727000e+07   6.4814000e+07   8.0826000e+07   9.6762000e+07   1.1262000e+08   1.2841000e+08   1.4412000e+08   1.5976000e+08   1.7533000e+08   1.9082000e+08   2.0624000e+08   2.2159000e+08   2.3686000e+08   2.5207000e+08   2.6720000e+08   2.8227000e+08   2.9726000e+08   3.1219000e+08   3.2704000e+08   3.4183000e+08   3.5654000e+08   3.7119000e+08   3.8578000e+08   4.0029000e+08   4.1474000e+08   4.2912000e+08   4.4344000e+08   4.5768000e+08   4.7187000e+08   4.8599000e+08   5.0004000e+08   5.1403000e+08   5.2796000e+08   5.4182000e+08   5.5562000e+08   5.6935000e+08   5.8303000e+08   5.9664000e+08   6.1019000e+08   6.2368000e+08   6.3710000e+08   6.5047000e+08   6.6378000e+08   6.7702000e+08   6.9021000e+08   7.0333000e+08   7.1640000e+08   7.2941000e+08   7.4236000e+08   7.5525000e+08   7.6808000e+08   7.8086000e+08   7.9358000e+08   8.0624000e+08   8.1884000e+08   8.3139000e+08   8.4389000e+08   8.5632000e+08   8.6871000e+08   8.8103000e+08   8.9330000e+08   9.0552000e+08   9.1769000e+08   9.2980000e+08   9.4185000e+08   9.5385000e+08   9.6580000e+08   9.7770000e+08   9.8955000e+08   1.0013000e+09   1.0131000e+09   1.0248000e+09   1.0364000e+09   1.0480000e+09   1.0595000e+09   1.0710000e+09   1.0824000e+09   1.0938000e+09   1.1052000e+09   1.1165000e+09   1.1277000e+09   1.1389000e+09   1.1500000e+09   1.1611000e+09   1.1722000e+09   1.1832000e+09   1.1941000e+09   1.2050000e+09   1.2159000e+09   1.2267000e+09   1.2374000e+09   1.2481000e+09   1.2588000e+09   1.2694000e+09   1.2800000e+09   1.2905000e+09   1.3010000e+09   1.3115000e+09
   2.0096000e+07   4.0092000e+07   5.9995000e+07   7.9805000e+07   9.9521000e+07   1.1915000e+08   1.3868000e+08   1.5812000e+08   1.7747000e+08   1.9673000e+08   2.1590000e+08   2.3498000e+08   2.5398000e+08   2.7288000e+08   2.9170000e+08   3.1043000e+08   3.2907000e+08   3.4763000e+08   3.6610000e+08   3.8449000e+08   4.0279000e+08   4.2101000e+08   4.3914000e+08   4.5719000e+08   4.7516000e+08   4.9304000e+08   5.1085000e+08   5.2857000e+08   5.4621000e+08   5.6377000e+08   5.8125000e+08   5.9865000e+08   6.1598000e+08   6.3322000e+08   6.5038000e+08   6.6747000e+08   6.8448000e+08   7.0141000e+08   7.1827000e+08   7.3505000e+08   7.5175000e+08   7.6838000e+08   7.8493000e+08   8.0141000e+08   8.1782000e+08   8.3415000e+08   8.5041000e+08   8.6659000e+08   8.8271000e+08   8.9875000e+08   9.1472000e+08   9.3062000e+08   9.4644000e+08   9.6220000e+08   9.7789000e+08   9.9350000e+08   1.0091000e+09   1.0245000e+09   1.0399000e+09   1.0553000e+09   1.0706000e+09   1.0858000e+09   1.1009000e+09   1.1160000e+09   1.1310000e+09   1.1459000e+09   1.1608000e+09   1.1756000e+09   1.1904000e+09   1.2050000e+09   1.2196000e+09   1.2342000e+09   1.2487000e+09   1.2631000e+09   1.2775000e+09   1.2918000e+09   1.3060000e+09   1.3202000e+09   1.3343000e+09   1.3484000e+09   1.3623000e+09   1.3763000e+09   1.3902000e+09   1.4040000e+09   1.4177000e+09   1.4314000e+09   1.4450000e+09   1.4586000e+09   1.4721000e+09   1.4856000e+09   1.4990000e+09   1.5123000e+09   1.5256000e+09   1.5388000e+09   1.5520000e+09   1.5651000e+09   1.5782000e+09   1.5912000e+09   1.6042000e+09   1.6170000e+09
   2.8683000e+07   5.7218000e+07   8.5614000e+07   1.1387000e+08   1.4199000e+08   1.6998000e+08   1.9782000e+08   2.2554000e+08   2.5312000e+08   2.8056000e+08   3.0787000e+08   3.3505000e+08   3.6210000e+08   3.8902000e+08   4.1581000e+08   4.4247000e+08   4.6901000e+08   4.9541000e+08   5.2169000e+08   5.4784000e+08   5.7387000e+08   5.9977000e+08   6.2555000e+08   6.5121000e+08   6.7675000e+08   7.0216000e+08   7.2745000e+08   7.5263000e+08   7.7768000e+08   8.0261000e+08   8.2743000e+08   8.5213000e+08   8.7671000e+08   9.0118000e+08   9.2553000e+08   9.4977000e+08   9.7389000e+08   9.9790000e+08   1.0218000e+09   1.0456000e+09   1.0693000e+09   1.0928000e+09   1.1163000e+09   1.1396000e+09   1.1629000e+09   1.1860000e+09   1.2090000e+09   1.2319000e+09   1.2547000e+09   1.2774000e+09   1.3000000e+09   1.3225000e+09   1.3449000e+09   1.3672000e+09   1.3893000e+09   1.4114000e+09   1.4334000e+09   1.4553000e+09   1.4770000e+09   1.4987000e+09   1.5203000e+09   1.5418000e+09   1.5631000e+09   1.5844000e+09   1.6056000e+09   1.6267000e+09   1.6477000e+09   1.6686000e+09   1.6894000e+09   1.7101000e+09   1.7307000e+09   1.7512000e+09   1.7716000e+09   1.7920000e+09   1.8122000e+09   1.8324000e+09   1.8524000e+09   1.8724000e+09   1.8923000e+09   1.9120000e+09   1.9317000e+09   1.9514000e+09   1.9709000e+09   1.9903000e+09   2.0097000e+09   2.0289000e+09   2.0481000e+09   2.0672000e+09   2.0862000e+09   2.1051000e+09   2.1239000e+09   2.1427000e+09   2.1614000e+09   2.1799000e+09   2.1984000e+09   2.2169000e+09   2.2352000e+09   2.2535000e+09   2.2716000e+09   2.2897000e+09
   1.0559000e+07   2.1065000e+07   3.1521000e+07   4.1928000e+07   5.2286000e+07   6.2594000e+07   7.2855000e+07   8.3066000e+07   9.3230000e+07   1.0335000e+08   1.1342000e+08   1.2344000e+08   1.3341000e+08   1.4334000e+08   1.5322000e+08   1.6306000e+08   1.7285000e+08   1.8259000e+08   1.9229000e+08   2.0194000e+08   2.1155000e+08   2.2112000e+08   2.3064000e+08   2.4011000e+08   2.4955000e+08   2.5894000e+08   2.6828000e+08   2.7758000e+08   2.8684000e+08   2.9606000e+08   3.0524000e+08   3.1437000e+08   3.2346000e+08   3.3251000e+08   3.4152000e+08   3.5049000e+08   3.5942000e+08   3.6830000e+08   3.7715000e+08   3.8596000e+08   3.9472000e+08   4.0345000e+08   4.1214000e+08   4.2078000e+08   4.2939000e+08   4.3796000e+08   4.4649000e+08   4.5499000e+08   4.6344000e+08   4.7186000e+08   4.8024000e+08   4.8858000e+08   4.9689000e+08   5.0515000e+08   5.1338000e+08   5.2158000e+08   5.2974000e+08   5.3786000e+08   5.4594000e+08   5.5399000e+08   5.6201000e+08   5.6998000e+08   5.7793000e+08   5.8584000e+08   5.9371000e+08   6.0155000e+08   6.0935000e+08   6.1712000e+08   6.2486000e+08   6.3256000e+08   6.4023000e+08   6.4786000e+08   6.5546000e+08   6.6303000e+08   6.7057000e+08   6.7807000e+08   6.8554000e+08   6.9297000e+08   7.0038000e+08   7.0775000e+08   7.1509000e+08   7.2240000e+08   7.2968000e+08   7.3693000e+08   7.4414000e+08   7.5133000e+08   7.5848000e+08   7.6560000e+08   7.7269000e+08   7.7975000e+08   7.8678000e+08   7.9379000e+08   8.0076000e+08   8.0770000e+08   8.1461000e+08   8.2149000e+08   8.2834000e+08   8.3517000e+08   8.4196000e+08   8.4873000e+08
   2.9288000e+07   5.8422000e+07   8.7410000e+07   1.1625000e+08   1.4495000e+08   1.7351000e+08   2.0193000e+08   2.3020000e+08   2.5833000e+08   2.8633000e+08   3.1418000e+08   3.4190000e+08   3.6948000e+08   3.9692000e+08   4.2423000e+08   4.5141000e+08   4.7844000e+08   5.0535000e+08   5.3212000e+08   5.5877000e+08   5.8528000e+08   6.1166000e+08   6.3791000e+08   6.6403000e+08   6.9003000e+08   7.1590000e+08   7.4164000e+08   7.6726000e+08   7.9275000e+08   8.1812000e+08   8.4336000e+08   8.6848000e+08   8.9348000e+08   9.1836000e+08   9.4312000e+08   9.6775000e+08   9.9227000e+08   1.0167000e+09   1.0410000e+09   1.0651000e+09   1.0892000e+09   1.1131000e+09   1.1369000e+09   1.1606000e+09   1.1842000e+09   1.2077000e+09   1.2310000e+09   1.2543000e+09   1.2774000e+09   1.3005000e+09   1.3234000e+09   1.3462000e+09   1.3689000e+09   1.3915000e+09   1.4140000e+09   1.4363000e+09   1.4586000e+09   1.4808000e+09   1.5028000e+09   1.5248000e+09   1.5466000e+09   1.5684000e+09   1.5900000e+09   1.6116000e+09   1.6330000e+09   1.6544000e+09   1.6756000e+09   1.6967000e+09   1.7178000e+09   1.7387000e+09   1.7595000e+09   1.7803000e+09   1.8009000e+09   1.8215000e+09   1.8419000e+09   1.8623000e+09   1.8826000e+09   1.9027000e+09   1.9228000e+09   1.9428000e+09   1.9627000e+09   1.9825000e+09   2.0022000e+09   2.0218000e+09   2.0413000e+09   2.0607000e+09   2.0801000e+09   2.0993000e+09   2.1185000e+09   2.1376000e+09   2.1565000e+09   2.1754000e+09   2.1942000e+09   2.2130000e+09   2.2316000e+09   2.2502000e+09   2.2686000e+09   2.2870000e+09   2.3053000e+09   2.3235000e+09
   3.4783000e+07   6.9388000e+07   1.0382000e+08   1.3809000e+08   1.7219000e+08   2.0612000e+08   2.3988000e+08   2.7348000e+08   3.0692000e+08   3.4019000e+08   3.7330000e+08   4.0626000e+08   4.3905000e+08   4.7168000e+08   5.0415000e+08   5.3647000e+08   5.6863000e+08   6.0063000e+08   6.3248000e+08   6.6418000e+08   6.9572000e+08   7.2711000e+08   7.5835000e+08   7.8944000e+08   8.2038000e+08   8.5118000e+08   8.8182000e+08   9.1232000e+08   9.4267000e+08   9.7288000e+08   1.0029000e+09   1.0329000e+09   1.0626000e+09   1.0923000e+09   1.1218000e+09   1.1511000e+09   1.1803000e+09   1.2094000e+09   1.2384000e+09   1.2672000e+09   1.2958000e+09   1.3244000e+09   1.3528000e+09   1.3810000e+09   1.4092000e+09   1.4372000e+09   1.4650000e+09   1.4928000e+09   1.5204000e+09   1.5478000e+09   1.5752000e+09   1.6024000e+09   1.6295000e+09   1.6565000e+09   1.6833000e+09   1.7100000e+09   1.7366000e+09   1.7631000e+09   1.7894000e+09   1.8156000e+09   1.8417000e+09   1.8677000e+09   1.8936000e+09   1.9193000e+09   1.9449000e+09   1.9704000e+09   1.9958000e+09   2.0211000e+09   2.0462000e+09   2.0713000e+09   2.0962000e+09   2.1210000e+09   2.1457000e+09   2.1703000e+09   2.1947000e+09   2.2191000e+09   2.2433000e+09   2.2675000e+09   2.2915000e+09   2.3154000e+09   2.3392000e+09   2.3629000e+09   2.3865000e+09   2.4100000e+09   2.4334000e+09   2.4566000e+09   2.4798000e+09   2.5029000e+09   2.5258000e+09   2.5487000e+09   2.5714000e+09   2.5941000e+09   2.6166000e+09   2.6390000e+09   2.6614000e+09   2.6836000e+09   2.7058000e+09   2.7278000e+09   2.7498000e+09   2.7716000e+09
   4.4996000e+06   8.9765000e+06   1.3432000e+07   1.7867000e+07   2.2280000e+07   2.6672000e+07   3.1044000e+07   3.5395000e+07   3.9726000e+07   4.4036000e+07   4.8326000e+07   5.2595000e+07   5.6845000e+07   6.1074000e+07   6.5284000e+07   6.9474000e+07   7.3645000e+07   7.7796000e+07   8.1927000e+07   8.6040000e+07   9.0133000e+07   9.4207000e+07   9.8263000e+07   1.0230000e+08   1.0632000e+08   1.1032000e+08   1.1430000e+08   1.1826000e+08   1.2220000e+08   1.2613000e+08   1.3004000e+08   1.3393000e+08   1.3780000e+08   1.4165000e+08   1.4549000e+08   1.4931000e+08   1.5311000e+08   1.5690000e+08   1.6066000e+08   1.6441000e+08   1.6815000e+08   1.7186000e+08   1.7556000e+08   1.7925000e+08   1.8291000e+08   1.8656000e+08   1.9019000e+08   1.9381000e+08   1.9741000e+08   2.0099000e+08   2.0456000e+08   2.0811000e+08   2.1165000e+08   2.1517000e+08   2.1868000e+08   2.2216000e+08   2.2564000e+08   2.2910000e+08   2.3254000e+08   2.3597000e+08   2.3938000e+08   2.4277000e+08   2.4616000e+08   2.4952000e+08   2.5288000e+08   2.5621000e+08   2.5953000e+08   2.6284000e+08   2.6614000e+08   2.6942000e+08   2.7268000e+08   2.7593000e+08   2.7917000e+08   2.8239000e+08   2.8560000e+08   2.8879000e+08   2.9197000e+08   2.9514000e+08   2.9829000e+08   3.0143000e+08   3.0455000e+08   3.0766000e+08   3.1076000e+08   3.1385000e+08   3.1692000e+08   3.1998000e+08   3.2302000e+08   3.2605000e+08   3.2907000e+08   3.3208000e+08   3.3507000e+08   3.3805000e+08   3.4102000e+08   3.4397000e+08   3.4691000e+08   3.4984000e+08   3.5276000e+08   3.5567000e+08   3.5856000e+08   3.6144000e+08
   1.6866000e+07   3.3647000e+07   5.0349000e+07   6.6972000e+07   8.3517000e+07   9.9983000e+07   1.1637000e+08   1.3268000e+08   1.4892000e+08   1.6508000e+08   1.8116000e+08   1.9717000e+08   2.1310000e+08   2.2896000e+08   2.4474000e+08   2.6046000e+08   2.7609000e+08   2.9166000e+08   3.0715000e+08   3.2257000e+08   3.3792000e+08   3.5320000e+08   3.6841000e+08   3.8354000e+08   3.9861000e+08   4.1361000e+08   4.2854000e+08   4.4340000e+08   4.5819000e+08   4.7292000e+08   4.8757000e+08   5.0216000e+08   5.1668000e+08   5.3114000e+08   5.4553000e+08   5.5986000e+08   5.7412000e+08   5.8831000e+08   6.0244000e+08   6.1651000e+08   6.3051000e+08   6.4445000e+08   6.5833000e+08   6.7214000e+08   6.8589000e+08   6.9958000e+08   7.1321000e+08   7.2678000e+08   7.4028000e+08   7.5373000e+08   7.6712000e+08   7.8044000e+08   7.9371000e+08   8.0691000e+08   8.2006000e+08   8.3315000e+08   8.4618000e+08   8.5915000e+08   8.7207000e+08   8.8493000e+08   8.9773000e+08   9.1047000e+08   9.2316000e+08   9.3579000e+08   9.4837000e+08   9.6089000e+08   9.7335000e+08   9.8577000e+08   9.9812000e+08   1.0104000e+09   1.0227000e+09   1.0349000e+09   1.0470000e+09   1.0591000e+09   1.0711000e+09   1.0831000e+09   1.0950000e+09   1.1069000e+09   1.1188000e+09   1.1305000e+09   1.1423000e+09   1.1539000e+09   1.1656000e+09   1.1771000e+09   1.1887000e+09   1.2001000e+09   1.2116000e+09   1.2229000e+09   1.2343000e+09   1.2455000e+09   1.2568000e+09   1.2680000e+09   1.2791000e+09   1.2902000e+09   1.3012000e+09   1.3122000e+09   1.3231000e+09   1.3340000e+09   1.3449000e+09   1.3557000e+09
   1.3666000e+07   2.7262000e+07   4.0793000e+07   5.4259000e+07   6.7660000e+07   8.0997000e+07   9.4270000e+07   1.0748000e+08   1.2063000e+08   1.3371000e+08   1.4673000e+08   1.5969000e+08   1.7259000e+08   1.8543000e+08   1.9820000e+08   2.1092000e+08   2.2357000e+08   2.3617000e+08   2.4870000e+08   2.6118000e+08   2.7360000e+08   2.8596000e+08   2.9826000e+08   3.1050000e+08   3.2269000e+08   3.3482000e+08   3.4689000e+08   3.5891000e+08   3.7086000e+08   3.8277000e+08   3.9462000e+08   4.0641000e+08   4.1815000e+08   4.2983000e+08   4.4146000e+08   4.5304000e+08   4.6456000e+08   4.7603000e+08   4.8745000e+08   4.9881000e+08   5.1012000e+08   5.2138000e+08   5.3259000e+08   5.4375000e+08   5.5485000e+08   5.6591000e+08   5.7691000e+08   5.8786000e+08   5.9877000e+08   6.0962000e+08   6.2043000e+08   6.3118000e+08   6.4189000e+08   6.5255000e+08   6.6316000e+08   6.7372000e+08   6.8423000e+08   6.9470000e+08   7.0512000e+08   7.1549000e+08   7.2581000e+08   7.3609000e+08   7.4632000e+08   7.5651000e+08   7.6665000e+08   7.7675000e+08   7.8680000e+08   7.9680000e+08   8.0676000e+08   8.1668000e+08   8.2655000e+08   8.3638000e+08   8.4617000e+08   8.5591000e+08   8.6561000e+08   8.7526000e+08   8.8487000e+08   8.9444000e+08   9.0397000e+08   9.1346000e+08   9.2290000e+08   9.3230000e+08   9.4166000e+08   9.5098000e+08   9.6026000e+08   9.6950000e+08   9.7870000e+08   9.8786000e+08   9.9697000e+08   1.0061000e+09   1.0151000e+09   1.0241000e+09   1.0330000e+09   1.0420000e+09   1.0509000e+09   1.0597000e+09   1.0685000e+09   1.0773000e+09   1.0860000e+09   1.0947000e+09
